"Partida"	"Puerta seleccionada"	"Puerta descubierta"	"Realizacion de cambio"	"Puerta final"	"Ganancia obtenida"
"4492"	"4492"	"C"	"B"	"Si"	"A"	"Cabra"
"4493"	"4493"	"B"	"A"	"No"	"B"	"Coche"
"4494"	"4494"	"C"	"A"	"No"	"C"	"Cabra"
"4495"	"4495"	"A"	"B"	"No"	"A"	"Cabra"
"4496"	"4496"	"A"	"C"	"Si"	"B"	"Coche"
"4497"	"4497"	"B"	"C"	"No"	"B"	"Coche"
"4498"	"4498"	"C"	"A"	"No"	"C"	"Cabra"
"4499"	"4499"	"B"	"C"	"Si"	"A"	"Coche"
"4500"	"4500"	"A"	"B"	"Si"	"C"	"Coche"
"4501"	"4501"	"A"	"B"	"Si"	"C"	"Cabra"
"4502"	"4502"	"B"	"C"	"No"	"B"	"Cabra"
"4503"	"4503"	"B"	"A"	"No"	"B"	"Cabra"
"4504"	"4504"	"A"	"B"	"No"	"A"	"Cabra"
"4505"	"4505"	"C"	"A"	"No"	"C"	"Coche"
"4506"	"4506"	"B"	"A"	"Si"	"C"	"Coche"
"4507"	"4507"	"A"	"B"	"No"	"A"	"Cabra"
"4508"	"4508"	"B"	"A"	"Si"	"C"	"Coche"
"4509"	"4509"	"A"	"B"	"Si"	"C"	"Coche"
"4510"	"4510"	"B"	"C"	"Si"	"A"	"Coche"
"4511"	"4511"	"C"	"A"	"Si"	"B"	"Coche"
"4512"	"4512"	"C"	"B"	"No"	"C"	"Cabra"
"4513"	"4513"	"B"	"C"	"No"	"B"	"Coche"
"4514"	"4514"	"B"	"C"	"Si"	"A"	"Coche"
"4515"	"4515"	"C"	"A"	"Si"	"B"	"Coche"
"4516"	"4516"	"C"	"A"	"No"	"C"	"Cabra"
"4517"	"4517"	"C"	"B"	"Si"	"A"	"Cabra"
"4518"	"4518"	"B"	"C"	"No"	"B"	"Coche"
"4519"	"4519"	"A"	"B"	"No"	"A"	"Cabra"
"4520"	"4520"	"C"	"B"	"Si"	"A"	"Coche"
"4521"	"4521"	"C"	"B"	"No"	"C"	"Cabra"
"4522"	"4522"	"A"	"C"	"No"	"A"	"Cabra"
"4523"	"4523"	"C"	"B"	"Si"	"A"	"Cabra"
"4524"	"4524"	"B"	"A"	"No"	"B"	"Coche"
"4525"	"4525"	"C"	"B"	"Si"	"A"	"Coche"
"4526"	"4526"	"B"	"A"	"Si"	"C"	"Coche"
"4527"	"4527"	"C"	"B"	"Si"	"A"	"Coche"
"4528"	"4528"	"B"	"C"	"No"	"B"	"Cabra"
"4529"	"4529"	"B"	"C"	"No"	"B"	"Cabra"
"4530"	"4530"	"A"	"B"	"No"	"A"	"Cabra"
"4531"	"4531"	"B"	"C"	"No"	"B"	"Cabra"
"4532"	"4532"	"C"	"A"	"Si"	"B"	"Coche"
"4533"	"4533"	"B"	"C"	"Si"	"A"	"Coche"
"4534"	"4534"	"C"	"A"	"No"	"C"	"Cabra"
"4535"	"4535"	"A"	"C"	"Si"	"B"	"Cabra"
"4536"	"4536"	"A"	"C"	"Si"	"B"	"Coche"
"4537"	"4537"	"A"	"B"	"No"	"A"	"Cabra"
"4538"	"4538"	"A"	"C"	"Si"	"B"	"Coche"
"4539"	"4539"	"C"	"B"	"No"	"C"	"Cabra"
"4540"	"4540"	"B"	"A"	"No"	"B"	"Coche"
"4541"	"4541"	"C"	"A"	"Si"	"B"	"Coche"
"4542"	"4542"	"B"	"C"	"No"	"B"	"Coche"
"4543"	"4543"	"B"	"C"	"Si"	"A"	"Coche"
"4544"	"4544"	"A"	"C"	"Si"	"B"	"Cabra"
"4545"	"4545"	"C"	"A"	"Si"	"B"	"Coche"
"4546"	"4546"	"A"	"C"	"No"	"A"	"Cabra"
"4547"	"4547"	"A"	"C"	"No"	"A"	"Coche"
"4548"	"4548"	"C"	"B"	"No"	"C"	"Cabra"
"4549"	"4549"	"B"	"C"	"Si"	"A"	"Cabra"
"4550"	"4550"	"A"	"B"	"No"	"A"	"Cabra"
"4551"	"4551"	"C"	"B"	"Si"	"A"	"Coche"
"4552"	"4552"	"C"	"B"	"Si"	"A"	"Coche"
"4553"	"4553"	"A"	"B"	"No"	"A"	"Cabra"
"4554"	"4554"	"A"	"C"	"Si"	"B"	"Cabra"
"4555"	"4555"	"B"	"A"	"Si"	"C"	"Coche"
"4556"	"4556"	"A"	"B"	"Si"	"C"	"Coche"
"4557"	"4557"	"A"	"B"	"No"	"A"	"Cabra"
"4558"	"4558"	"A"	"B"	"Si"	"C"	"Coche"
"4559"	"4559"	"B"	"C"	"No"	"B"	"Coche"
"4560"	"4560"	"B"	"C"	"No"	"B"	"Cabra"
"4561"	"4561"	"A"	"C"	"Si"	"B"	"Coche"
"4562"	"4562"	"B"	"C"	"No"	"B"	"Cabra"
"4563"	"4563"	"B"	"C"	"Si"	"A"	"Coche"
"4564"	"4564"	"C"	"B"	"Si"	"A"	"Coche"
"4565"	"4565"	"B"	"A"	"No"	"B"	"Coche"
"4566"	"4566"	"C"	"A"	"Si"	"B"	"Cabra"
"4567"	"4567"	"B"	"A"	"Si"	"C"	"Cabra"
"4568"	"4568"	"C"	"A"	"No"	"C"	"Cabra"
"4569"	"4569"	"A"	"B"	"Si"	"C"	"Coche"
"4570"	"4570"	"C"	"B"	"No"	"C"	"Cabra"
"4571"	"4571"	"C"	"B"	"Si"	"A"	"Coche"
"4572"	"4572"	"A"	"C"	"Si"	"B"	"Cabra"
"4573"	"4573"	"A"	"C"	"No"	"A"	"Coche"
"4574"	"4574"	"B"	"C"	"Si"	"A"	"Coche"
"4575"	"4575"	"B"	"C"	"No"	"B"	"Cabra"
"4576"	"4576"	"A"	"B"	"Si"	"C"	"Coche"
"4577"	"4577"	"A"	"C"	"No"	"A"	"Coche"
"4578"	"4578"	"C"	"A"	"No"	"C"	"Coche"
"4579"	"4579"	"C"	"A"	"No"	"C"	"Cabra"
"4580"	"4580"	"C"	"B"	"Si"	"A"	"Coche"
"4581"	"4581"	"A"	"B"	"No"	"A"	"Coche"
"4582"	"4582"	"C"	"B"	"No"	"C"	"Cabra"
"4583"	"4583"	"A"	"B"	"Si"	"C"	"Coche"
"4584"	"4584"	"C"	"A"	"Si"	"B"	"Coche"
"4585"	"4585"	"B"	"C"	"No"	"B"	"Cabra"
"4586"	"4586"	"C"	"B"	"Si"	"A"	"Cabra"
"4587"	"4587"	"C"	"A"	"Si"	"B"	"Coche"
"4588"	"4588"	"C"	"A"	"Si"	"B"	"Cabra"
"4589"	"4589"	"A"	"C"	"Si"	"B"	"Cabra"
"4590"	"4590"	"C"	"A"	"No"	"C"	"Cabra"
"4591"	"4591"	"A"	"B"	"No"	"A"	"Cabra"
"4592"	"4592"	"B"	"C"	"Si"	"A"	"Coche"
"4593"	"4593"	"C"	"A"	"No"	"C"	"Cabra"
"4594"	"4594"	"A"	"B"	"Si"	"C"	"Coche"
"4595"	"4595"	"A"	"B"	"Si"	"C"	"Coche"
"4596"	"4596"	"A"	"B"	"No"	"A"	"Cabra"
"4597"	"4597"	"C"	"A"	"No"	"C"	"Coche"
"4598"	"4598"	"B"	"C"	"Si"	"A"	"Cabra"
"4599"	"4599"	"C"	"A"	"Si"	"B"	"Coche"
"4600"	"4600"	"B"	"A"	"Si"	"C"	"Coche"
"4601"	"4601"	"A"	"B"	"Si"	"C"	"Coche"
"4602"	"4602"	"B"	"A"	"No"	"B"	"Coche"
"4603"	"4603"	"C"	"B"	"No"	"C"	"Cabra"
"4604"	"4604"	"C"	"A"	"No"	"C"	"Cabra"
"4605"	"4605"	"B"	"A"	"Si"	"C"	"Coche"
"4606"	"4606"	"B"	"C"	"No"	"B"	"Coche"
"4607"	"4607"	"A"	"C"	"Si"	"B"	"Cabra"
"4608"	"4608"	"B"	"C"	"Si"	"A"	"Coche"
"4609"	"4609"	"C"	"B"	"Si"	"A"	"Coche"
"4610"	"4610"	"A"	"B"	"No"	"A"	"Cabra"
"4611"	"4611"	"C"	"B"	"No"	"C"	"Cabra"
"4612"	"4612"	"A"	"B"	"Si"	"C"	"Coche"
"4613"	"4613"	"B"	"C"	"Si"	"A"	"Cabra"
"4614"	"4614"	"C"	"A"	"No"	"C"	"Cabra"
"4615"	"4615"	"C"	"B"	"No"	"C"	"Coche"
"4616"	"4616"	"A"	"B"	"Si"	"C"	"Coche"
"4617"	"4617"	"C"	"A"	"No"	"C"	"Cabra"
"4618"	"4618"	"A"	"B"	"Si"	"C"	"Coche"
"4619"	"4619"	"B"	"A"	"Si"	"C"	"Coche"
"4620"	"4620"	"B"	"A"	"Si"	"C"	"Coche"
"4621"	"4621"	"B"	"A"	"No"	"B"	"Cabra"
"4622"	"4622"	"C"	"A"	"No"	"C"	"Coche"
"4623"	"4623"	"B"	"A"	"Si"	"C"	"Cabra"
"4624"	"4624"	"A"	"B"	"Si"	"C"	"Cabra"
"4625"	"4625"	"C"	"A"	"No"	"C"	"Cabra"
"4626"	"4626"	"C"	"B"	"No"	"C"	"Coche"
"4627"	"4627"	"B"	"A"	"No"	"B"	"Cabra"
"4628"	"4628"	"A"	"C"	"No"	"A"	"Cabra"
"4629"	"4629"	"A"	"C"	"Si"	"B"	"Coche"
"4630"	"4630"	"A"	"B"	"Si"	"C"	"Coche"
"4631"	"4631"	"A"	"C"	"Si"	"B"	"Coche"
"4632"	"4632"	"C"	"B"	"No"	"C"	"Cabra"
"4633"	"4633"	"B"	"C"	"No"	"B"	"Cabra"
"4634"	"4634"	"A"	"C"	"No"	"A"	"Cabra"
"4635"	"4635"	"C"	"B"	"Si"	"A"	"Coche"
"4636"	"4636"	"C"	"B"	"No"	"C"	"Cabra"
"4637"	"4637"	"A"	"C"	"No"	"A"	"Cabra"
"4638"	"4638"	"C"	"A"	"Si"	"B"	"Coche"
"4639"	"4639"	"A"	"C"	"Si"	"B"	"Cabra"
"4640"	"4640"	"A"	"B"	"Si"	"C"	"Coche"
"4641"	"4641"	"C"	"B"	"Si"	"A"	"Coche"
"4642"	"4642"	"C"	"A"	"Si"	"B"	"Coche"
"4643"	"4643"	"C"	"A"	"No"	"C"	"Coche"
"4644"	"4644"	"B"	"C"	"Si"	"A"	"Coche"
"4645"	"4645"	"B"	"C"	"No"	"B"	"Cabra"
"4646"	"4646"	"B"	"C"	"Si"	"A"	"Coche"
"4647"	"4647"	"C"	"B"	"Si"	"A"	"Coche"
"4648"	"4648"	"B"	"C"	"Si"	"A"	"Cabra"
"4649"	"4649"	"C"	"B"	"Si"	"A"	"Coche"
"4650"	"4650"	"B"	"C"	"Si"	"A"	"Coche"
"4651"	"4651"	"A"	"B"	"No"	"A"	"Cabra"
"4652"	"4652"	"A"	"B"	"No"	"A"	"Cabra"
"4653"	"4653"	"A"	"C"	"Si"	"B"	"Coche"
"4654"	"4654"	"B"	"A"	"Si"	"C"	"Cabra"
"4655"	"4655"	"B"	"C"	"Si"	"A"	"Coche"
"4656"	"4656"	"C"	"A"	"Si"	"B"	"Cabra"
"4657"	"4657"	"A"	"B"	"No"	"A"	"Cabra"
"4658"	"4658"	"A"	"B"	"Si"	"C"	"Cabra"
"4659"	"4659"	"B"	"C"	"Si"	"A"	"Coche"
"4660"	"4660"	"B"	"A"	"Si"	"C"	"Coche"
"4661"	"4661"	"A"	"C"	"No"	"A"	"Cabra"
"4662"	"4662"	"C"	"B"	"No"	"C"	"Cabra"
"4663"	"4663"	"B"	"A"	"No"	"B"	"Coche"
"4664"	"4664"	"A"	"B"	"No"	"A"	"Cabra"
"4665"	"4665"	"C"	"B"	"No"	"C"	"Coche"
"4666"	"4666"	"A"	"C"	"No"	"A"	"Cabra"
"4667"	"4667"	"A"	"B"	"Si"	"C"	"Coche"
"4668"	"4668"	"C"	"A"	"No"	"C"	"Cabra"
"4669"	"4669"	"B"	"C"	"Si"	"A"	"Coche"
"4670"	"4670"	"A"	"C"	"Si"	"B"	"Cabra"
"4671"	"4671"	"B"	"A"	"Si"	"C"	"Coche"
"4672"	"4672"	"C"	"B"	"Si"	"A"	"Coche"
"4673"	"4673"	"A"	"C"	"No"	"A"	"Cabra"
"4674"	"4674"	"B"	"A"	"Si"	"C"	"Coche"
"4675"	"4675"	"A"	"B"	"No"	"A"	"Cabra"
"4676"	"4676"	"C"	"B"	"Si"	"A"	"Coche"
"4677"	"4677"	"C"	"B"	"Si"	"A"	"Coche"
"4678"	"4678"	"C"	"A"	"Si"	"B"	"Cabra"
"4679"	"4679"	"B"	"A"	"No"	"B"	"Cabra"
"4680"	"4680"	"A"	"B"	"No"	"A"	"Cabra"
"4681"	"4681"	"C"	"A"	"No"	"C"	"Cabra"
"4682"	"4682"	"C"	"B"	"Si"	"A"	"Coche"
"4683"	"4683"	"A"	"C"	"Si"	"B"	"Cabra"
"4684"	"4684"	"C"	"B"	"Si"	"A"	"Coche"
"4685"	"4685"	"B"	"C"	"No"	"B"	"Cabra"
"4686"	"4686"	"B"	"A"	"No"	"B"	"Coche"
"4687"	"4687"	"A"	"C"	"Si"	"B"	"Cabra"
"4688"	"4688"	"B"	"C"	"No"	"B"	"Cabra"
"4689"	"4689"	"C"	"A"	"Si"	"B"	"Coche"
"4690"	"4690"	"B"	"C"	"No"	"B"	"Cabra"
"4691"	"4691"	"A"	"C"	"Si"	"B"	"Coche"
"4692"	"4692"	"C"	"B"	"No"	"C"	"Cabra"
"4693"	"4693"	"C"	"B"	"No"	"C"	"Cabra"
"4694"	"4694"	"B"	"A"	"No"	"B"	"Cabra"
"4695"	"4695"	"B"	"A"	"No"	"B"	"Cabra"
"4696"	"4696"	"A"	"C"	"No"	"A"	"Cabra"
"4697"	"4697"	"C"	"B"	"Si"	"A"	"Cabra"
"4698"	"4698"	"B"	"A"	"Si"	"C"	"Coche"
"4699"	"4699"	"B"	"C"	"Si"	"A"	"Coche"
"4700"	"4700"	"A"	"B"	"No"	"A"	"Cabra"
"4701"	"4701"	"C"	"A"	"No"	"C"	"Coche"
"4702"	"4702"	"B"	"C"	"No"	"B"	"Cabra"
"4703"	"4703"	"A"	"B"	"Si"	"C"	"Coche"
"4704"	"4704"	"C"	"A"	"No"	"C"	"Cabra"
"4705"	"4705"	"C"	"A"	"Si"	"B"	"Coche"
"4706"	"4706"	"C"	"A"	"No"	"C"	"Cabra"
"4707"	"4707"	"B"	"C"	"Si"	"A"	"Cabra"
"4708"	"4708"	"B"	"C"	"No"	"B"	"Coche"
"4709"	"4709"	"B"	"A"	"Si"	"C"	"Cabra"
"4710"	"4710"	"A"	"B"	"Si"	"C"	"Coche"
"4711"	"4711"	"B"	"C"	"Si"	"A"	"Cabra"
"4712"	"4712"	"B"	"A"	"No"	"B"	"Cabra"
"4713"	"4713"	"B"	"A"	"Si"	"C"	"Coche"
"4714"	"4714"	"A"	"C"	"Si"	"B"	"Coche"
"4715"	"4715"	"A"	"C"	"Si"	"B"	"Coche"
"4716"	"4716"	"A"	"B"	"No"	"A"	"Cabra"
"4717"	"4717"	"B"	"C"	"No"	"B"	"Coche"
"4718"	"4718"	"A"	"C"	"No"	"A"	"Cabra"
"4719"	"4719"	"A"	"C"	"No"	"A"	"Coche"
"4720"	"4720"	"C"	"A"	"No"	"C"	"Coche"
"4721"	"4721"	"B"	"A"	"No"	"B"	"Cabra"
"4722"	"4722"	"C"	"A"	"No"	"C"	"Cabra"
"4723"	"4723"	"C"	"B"	"No"	"C"	"Cabra"
"4724"	"4724"	"C"	"B"	"Si"	"A"	"Cabra"
"4725"	"4725"	"B"	"A"	"Si"	"C"	"Coche"
"4726"	"4726"	"C"	"A"	"No"	"C"	"Coche"
"4727"	"4727"	"A"	"B"	"No"	"A"	"Cabra"
"4728"	"4728"	"B"	"A"	"Si"	"C"	"Cabra"
"4729"	"4729"	"C"	"B"	"Si"	"A"	"Cabra"
"4730"	"4730"	"A"	"B"	"Si"	"C"	"Coche"
"4731"	"4731"	"C"	"B"	"No"	"C"	"Cabra"
"4732"	"4732"	"B"	"C"	"No"	"B"	"Cabra"
"4733"	"4733"	"B"	"C"	"No"	"B"	"Cabra"
"4734"	"4734"	"C"	"B"	"Si"	"A"	"Cabra"
"4735"	"4735"	"A"	"C"	"No"	"A"	"Cabra"
"4736"	"4736"	"A"	"B"	"No"	"A"	"Coche"
"4737"	"4737"	"A"	"C"	"Si"	"B"	"Coche"
"4738"	"4738"	"A"	"B"	"No"	"A"	"Cabra"
"4739"	"4739"	"B"	"C"	"No"	"B"	"Coche"
"4740"	"4740"	"C"	"B"	"Si"	"A"	"Cabra"
"4741"	"4741"	"A"	"B"	"Si"	"C"	"Coche"
"4742"	"4742"	"C"	"B"	"Si"	"A"	"Coche"
"4743"	"4743"	"B"	"C"	"No"	"B"	"Cabra"
"4744"	"4744"	"A"	"B"	"No"	"A"	"Cabra"
"4745"	"4745"	"B"	"C"	"No"	"B"	"Coche"
"4746"	"4746"	"B"	"A"	"Si"	"C"	"Coche"
"4747"	"4747"	"A"	"C"	"No"	"A"	"Cabra"
"4748"	"4748"	"B"	"A"	"Si"	"C"	"Cabra"
"4749"	"4749"	"B"	"A"	"Si"	"C"	"Cabra"
"4750"	"4750"	"C"	"B"	"No"	"C"	"Coche"
"4751"	"4751"	"C"	"B"	"Si"	"A"	"Coche"
"4752"	"4752"	"B"	"C"	"No"	"B"	"Coche"
"4753"	"4753"	"A"	"B"	"No"	"A"	"Cabra"
"4754"	"4754"	"A"	"C"	"Si"	"B"	"Coche"
"4755"	"4755"	"B"	"A"	"Si"	"C"	"Coche"
"4756"	"4756"	"B"	"C"	"No"	"B"	"Cabra"
"4757"	"4757"	"A"	"B"	"No"	"A"	"Coche"
"4758"	"4758"	"A"	"C"	"No"	"A"	"Coche"
"4759"	"4759"	"C"	"A"	"Si"	"B"	"Cabra"
"4760"	"4760"	"B"	"C"	"No"	"B"	"Coche"
"4761"	"4761"	"A"	"C"	"No"	"A"	"Cabra"
"4762"	"4762"	"B"	"C"	"Si"	"A"	"Cabra"
"4763"	"4763"	"A"	"B"	"No"	"A"	"Cabra"
"4764"	"4764"	"B"	"A"	"Si"	"C"	"Cabra"
"4765"	"4765"	"B"	"A"	"No"	"B"	"Cabra"
"4766"	"4766"	"B"	"C"	"Si"	"A"	"Coche"
"4767"	"4767"	"A"	"C"	"No"	"A"	"Coche"
"4768"	"4768"	"B"	"C"	"No"	"B"	"Cabra"
"4769"	"4769"	"A"	"C"	"Si"	"B"	"Coche"
"4770"	"4770"	"C"	"B"	"No"	"C"	"Coche"
"4771"	"4771"	"C"	"A"	"No"	"C"	"Cabra"
"4772"	"4772"	"B"	"A"	"No"	"B"	"Cabra"
"4773"	"4773"	"C"	"A"	"Si"	"B"	"Coche"
"4774"	"4774"	"C"	"A"	"Si"	"B"	"Coche"
"4775"	"4775"	"C"	"A"	"Si"	"B"	"Cabra"
"4776"	"4776"	"B"	"C"	"No"	"B"	"Cabra"
"4777"	"4777"	"B"	"C"	"No"	"B"	"Cabra"
"4778"	"4778"	"B"	"A"	"Si"	"C"	"Coche"
"4779"	"4779"	"A"	"B"	"No"	"A"	"Cabra"
"4780"	"4780"	"B"	"C"	"No"	"B"	"Coche"
"4781"	"4781"	"B"	"A"	"No"	"B"	"Cabra"
"4782"	"4782"	"B"	"C"	"No"	"B"	"Cabra"
"4783"	"4783"	"B"	"C"	"Si"	"A"	"Cabra"
"4784"	"4784"	"B"	"C"	"Si"	"A"	"Coche"
"4785"	"4785"	"C"	"B"	"Si"	"A"	"Coche"
"4786"	"4786"	"B"	"C"	"No"	"B"	"Cabra"
"4787"	"4787"	"B"	"C"	"No"	"B"	"Cabra"
"4788"	"4788"	"C"	"A"	"Si"	"B"	"Cabra"
"4789"	"4789"	"B"	"C"	"Si"	"A"	"Coche"
"4790"	"4790"	"A"	"C"	"Si"	"B"	"Coche"
"4791"	"4791"	"A"	"C"	"Si"	"B"	"Coche"
"4792"	"4792"	"A"	"C"	"Si"	"B"	"Coche"
"4793"	"4793"	"B"	"A"	"Si"	"C"	"Cabra"
"4794"	"4794"	"B"	"A"	"Si"	"C"	"Coche"
"4795"	"4795"	"C"	"A"	"No"	"C"	"Coche"
"4796"	"4796"	"A"	"C"	"Si"	"B"	"Coche"
"4797"	"4797"	"C"	"A"	"No"	"C"	"Coche"
"4798"	"4798"	"B"	"A"	"Si"	"C"	"Coche"
"4799"	"4799"	"A"	"C"	"No"	"A"	"Coche"
"4800"	"4800"	"C"	"B"	"Si"	"A"	"Cabra"
"4801"	"4801"	"C"	"B"	"Si"	"A"	"Coche"
"4802"	"4802"	"A"	"C"	"No"	"A"	"Cabra"
"4803"	"4803"	"C"	"B"	"Si"	"A"	"Coche"
"4804"	"4804"	"A"	"C"	"No"	"A"	"Cabra"
"4805"	"4805"	"C"	"A"	"Si"	"B"	"Coche"
"4806"	"4806"	"A"	"C"	"No"	"A"	"Cabra"
"4807"	"4807"	"A"	"B"	"Si"	"C"	"Coche"
"4808"	"4808"	"B"	"A"	"No"	"B"	"Cabra"
"4809"	"4809"	"A"	"B"	"No"	"A"	"Cabra"
"4810"	"4810"	"C"	"B"	"Si"	"A"	"Cabra"
"4811"	"4811"	"B"	"C"	"Si"	"A"	"Coche"
"4812"	"4812"	"B"	"A"	"Si"	"C"	"Cabra"
"4813"	"4813"	"B"	"A"	"Si"	"C"	"Coche"
"4814"	"4814"	"B"	"C"	"Si"	"A"	"Coche"
"4815"	"4815"	"B"	"A"	"Si"	"C"	"Coche"
"4816"	"4816"	"C"	"A"	"No"	"C"	"Cabra"
"4817"	"4817"	"C"	"B"	"Si"	"A"	"Coche"
"4818"	"4818"	"C"	"B"	"Si"	"A"	"Coche"
"4819"	"4819"	"A"	"B"	"Si"	"C"	"Cabra"
"4820"	"4820"	"C"	"A"	"No"	"C"	"Cabra"
"4821"	"4821"	"B"	"C"	"Si"	"A"	"Coche"
"4822"	"4822"	"B"	"C"	"No"	"B"	"Coche"
"4823"	"4823"	"C"	"A"	"No"	"C"	"Cabra"
"4824"	"4824"	"B"	"A"	"Si"	"C"	"Coche"
"4825"	"4825"	"A"	"C"	"No"	"A"	"Cabra"
"4826"	"4826"	"B"	"A"	"No"	"B"	"Cabra"
"4827"	"4827"	"B"	"C"	"Si"	"A"	"Coche"
"4828"	"4828"	"C"	"B"	"Si"	"A"	"Coche"
"4829"	"4829"	"A"	"C"	"No"	"A"	"Cabra"
"4830"	"4830"	"A"	"C"	"Si"	"B"	"Cabra"
"4831"	"4831"	"A"	"B"	"Si"	"C"	"Cabra"
"4832"	"4832"	"C"	"B"	"Si"	"A"	"Coche"
"4833"	"4833"	"C"	"B"	"Si"	"A"	"Coche"
"4834"	"4834"	"B"	"A"	"Si"	"C"	"Coche"
"4835"	"4835"	"A"	"C"	"No"	"A"	"Cabra"
"4836"	"4836"	"A"	"C"	"Si"	"B"	"Coche"
"4837"	"4837"	"C"	"A"	"Si"	"B"	"Cabra"
"4838"	"4838"	"B"	"C"	"No"	"B"	"Cabra"
"4839"	"4839"	"A"	"C"	"No"	"A"	"Coche"
"4840"	"4840"	"A"	"C"	"No"	"A"	"Cabra"
"4841"	"4841"	"B"	"A"	"Si"	"C"	"Cabra"
"4842"	"4842"	"A"	"B"	"No"	"A"	"Coche"
"4843"	"4843"	"C"	"A"	"No"	"C"	"Cabra"
"4844"	"4844"	"C"	"B"	"Si"	"A"	"Cabra"
"4845"	"4845"	"B"	"C"	"No"	"B"	"Coche"
"4846"	"4846"	"C"	"B"	"Si"	"A"	"Coche"
"4847"	"4847"	"A"	"B"	"Si"	"C"	"Cabra"
"4848"	"4848"	"B"	"A"	"Si"	"C"	"Coche"
"4849"	"4849"	"B"	"C"	"No"	"B"	"Coche"
"4850"	"4850"	"A"	"C"	"No"	"A"	"Cabra"
"4851"	"4851"	"C"	"B"	"Si"	"A"	"Coche"
"4852"	"4852"	"A"	"B"	"No"	"A"	"Cabra"
"4853"	"4853"	"A"	"B"	"Si"	"C"	"Cabra"
"4854"	"4854"	"A"	"B"	"Si"	"C"	"Coche"
"4855"	"4855"	"B"	"C"	"No"	"B"	"Cabra"
"4856"	"4856"	"C"	"A"	"No"	"C"	"Coche"
"4857"	"4857"	"B"	"C"	"No"	"B"	"Cabra"
"4858"	"4858"	"C"	"A"	"No"	"C"	"Coche"
"4859"	"4859"	"A"	"B"	"No"	"A"	"Cabra"
"4860"	"4860"	"A"	"C"	"No"	"A"	"Cabra"
"4861"	"4861"	"B"	"C"	"No"	"B"	"Coche"
"4862"	"4862"	"B"	"C"	"No"	"B"	"Coche"
"4863"	"4863"	"B"	"C"	"Si"	"A"	"Coche"
"4864"	"4864"	"C"	"A"	"No"	"C"	"Cabra"
"4865"	"4865"	"B"	"A"	"Si"	"C"	"Coche"
"4866"	"4866"	"A"	"B"	"Si"	"C"	"Coche"
"4867"	"4867"	"B"	"C"	"Si"	"A"	"Cabra"
"4868"	"4868"	"C"	"A"	"No"	"C"	"Cabra"
"4869"	"4869"	"B"	"C"	"No"	"B"	"Cabra"
"4870"	"4870"	"A"	"B"	"No"	"A"	"Cabra"
"4871"	"4871"	"B"	"C"	"Si"	"A"	"Cabra"
"4872"	"4872"	"A"	"C"	"Si"	"B"	"Coche"
"4873"	"4873"	"A"	"B"	"No"	"A"	"Coche"
"4874"	"4874"	"A"	"B"	"No"	"A"	"Cabra"
"4875"	"4875"	"A"	"C"	"Si"	"B"	"Cabra"
"4876"	"4876"	"B"	"A"	"Si"	"C"	"Coche"
"4877"	"4877"	"B"	"A"	"No"	"B"	"Cabra"
"4878"	"4878"	"A"	"B"	"Si"	"C"	"Coche"
"4879"	"4879"	"B"	"C"	"No"	"B"	"Cabra"
"4880"	"4880"	"B"	"C"	"No"	"B"	"Cabra"
"4881"	"4881"	"C"	"B"	"Si"	"A"	"Coche"
"4882"	"4882"	"B"	"A"	"Si"	"C"	"Coche"
"4883"	"4883"	"A"	"C"	"Si"	"B"	"Coche"
"4884"	"4884"	"C"	"B"	"Si"	"A"	"Coche"
"4885"	"4885"	"A"	"C"	"Si"	"B"	"Coche"
"4886"	"4886"	"C"	"B"	"Si"	"A"	"Cabra"
"4887"	"4887"	"B"	"A"	"Si"	"C"	"Cabra"
"4888"	"4888"	"A"	"B"	"No"	"A"	"Coche"
"4889"	"4889"	"B"	"A"	"Si"	"C"	"Coche"
"4890"	"4890"	"B"	"C"	"No"	"B"	"Coche"
"4891"	"4891"	"B"	"A"	"No"	"B"	"Cabra"
"4892"	"4892"	"A"	"B"	"Si"	"C"	"Cabra"
"4893"	"4893"	"C"	"A"	"Si"	"B"	"Coche"
"4894"	"4894"	"A"	"B"	"Si"	"C"	"Cabra"
"4895"	"4895"	"B"	"C"	"No"	"B"	"Cabra"
"4896"	"4896"	"C"	"B"	"Si"	"A"	"Cabra"
"4897"	"4897"	"C"	"B"	"No"	"C"	"Cabra"
"4898"	"4898"	"B"	"C"	"Si"	"A"	"Coche"
"4899"	"4899"	"C"	"B"	"No"	"C"	"Cabra"
"4900"	"4900"	"B"	"A"	"Si"	"C"	"Coche"
"4901"	"4901"	"B"	"C"	"Si"	"A"	"Coche"
"4902"	"4902"	"A"	"B"	"No"	"A"	"Cabra"
"4903"	"4903"	"A"	"B"	"Si"	"C"	"Coche"
"4904"	"4904"	"B"	"A"	"No"	"B"	"Cabra"
"4905"	"4905"	"A"	"C"	"No"	"A"	"Cabra"
"4906"	"4906"	"C"	"B"	"Si"	"A"	"Coche"
"4907"	"4907"	"B"	"A"	"Si"	"C"	"Coche"
"4908"	"4908"	"C"	"B"	"No"	"C"	"Cabra"
"4909"	"4909"	"B"	"A"	"Si"	"C"	"Coche"
"4910"	"4910"	"A"	"B"	"Si"	"C"	"Coche"
"4911"	"4911"	"C"	"A"	"No"	"C"	"Cabra"
"4912"	"4912"	"A"	"C"	"Si"	"B"	"Coche"
"4913"	"4913"	"B"	"C"	"No"	"B"	"Coche"
